Name,Address,Phone Number,Website,Latitude,Longitude
Dr. Carlos Luis M. Soares-Dentista,"Av. Raimundo Pereira de Magalhães, 3376 - Jardim Felicidade (Zona Norte), São Paulo - SP, 05145-200",(11) 3832-8842,0,-23.4966956,-46.7277906
consultório Odontológico,"Av. Elísio Cordeiro de Siqueira, 689 - Jardim Santo Elias, São Paulo - SP, 05136-001",0,0,-23.5008442,-46.74764559999999
Consultório Dra Fernanda Spadim,"Av. do Anastácio, 1485 - City América, São Paulo - SP, 05119-000",(11) 3467-0699,0,-23.4958909,-46.7365307
SA Odontologia,"Av. Mutinga, 5178 - Vila Piaui, São Paulo - SP, 05110-000",(11) 3621-2880,0,-23.5055413,-46.75916749999999
Dra. Selma Almas,"Av. Raimundo Pereira de Magalhães, 12675 - sala 3 - Pirituba, São Paulo - SP, 02989-100",(11) 3942-5729,0,-23.4322371,-46.72038739999999
Mezzodonto,"R. Elísio da Rocha Passos, 37 - Chácara Inglesa, São Paulo - SP, 05142-160",(11) 3641-0788,0,-23.4947951,-46.7270719
Dr. Rogério - Dentista,"Av. Mutinga, 4790 - Jardim Santo Elias, São Paulo - SP, 05110-015",0,0,-23.5024866,-46.7571727
Happy Dent's Odontologia,"1181 B - Estr. Turística do Jaraguá, 5 - Vila Jaraguá, São Paulo - SP, 05161-000",(11) 97820-2100,0,-23.4842015,-46.7554166
Ascent Odontologia - Consultório Odontológico,"Av. Cândido Portinari, 323 - Vila Jaguara, São Paulo - SP, 05114-001",(11) 3571-8851,0,-23.5081394,-46.7500166
Karina Machado Silva,"Av. Elísio Cordeiro de Siqueira, 1210 - Jardim Santo Elias, São Paulo - SP, 05136-000",(11) 3902-5866,0,-23.4955164,-46.74640629999999
Clínica Solution - Odontologia Integrada,"Rua Emílio Colella, 52 - Sala 02 - Parque Sao Domingos, São Paulo - SP, 05126-130",(11) 3901-5616,0,-23.4999979,-46.73953679999999
JP Clínica Integrada Odontológica,"Rua Conde de Resende, 27 - Vila Pereira Barreto, São Paulo - SP, 02919-090",(11) 3975-9902,0,-23.490311,-46.7162495
Dentistas,"Av. Jornalista Paulo Zingg, 1384 - Jardim Jaragua (Sao Domingos), São Paulo - SP, 05157-030",0,0,-23.4879831,-46.75782059999999
Clínica Odontológica,"Av. Elísio Teixeira Leite, 1489 - Vila Cruz das Almas, São Paulo - SP, 02801-000",(11) 3476-0416,0,-23.48111149999999,-46.70145939999999
AFAX ODONTOLOGIA ESPECIALIZADA,"Sobreloja, R. Cecília Calovini, 441A - Vila Zat, São Paulo, 02976-000",(11) 97299-0921,0,-23.4802962,-46.7133668
Família Sorriso,"R. Joaquim Oliveira Freitas, 1270 - Vila Mangalot, São Paulo - SP, 05133-002",(11) 3909-8587,0,-23.4963932,-46.7457109
GEOS-Grupos de Estudos Odontológicos,"Rua Luis Elias Attiê, 489 - Parque Sao Domingos, São Paulo - SP, 05127-020",(11) 3904-4774,0,-23.4996859,-46.7388899
Odontologia Dra Juliana,"R. Lino Pinto dos Santos, 18 - Jardim Felicidade (Zona Oeste), São Paulo - SP, 05143-000",3645-3447,0,-23.4961115,-46.7256717
Clínica Integrada Pirituba,"Rua Lord Clemente Attlee, 85 - Chácara Inglesa, São Paulo - SP, 05142-020",(11) 3836-9314,0,-23.4957294,-46.72825040000001
Dentistas Jaraguá,"Estr. das Taipas, 703 - Jardim Rincão, São Paulo - SP, 02991-000",(11) 3928-4533,0,-23.4499481,-46.73549
JoGi Odontologia,"Av. Jornalista Paulo Zingg, 1384 - Jardim Jaragua (Sao Domingos), São Paulo - SP, 05157-030",(11) 96762-7405,0,-23.4879831,-46.75782059999999
Dra. Barbara C.S Cotrin,"Av. Raimundo Pereira de Magalhães, 3376 - Vila Pirituba, São Paulo - SP, 05145-200",(11) 3832-8842,0,-23.4966876,-46.7278025
SOI Soares Odontologia Integrada,"Av. Raimundo Pereira de Magalhães, 3376 - Jardim Iris, São Paulo - SP, 02675-031",(11) 3832-8842,0,-23.4966956,-46.7277906
Consultório Dra Miriam Dongo,"Estr. das Taipas, 598 - Jaragua, São Paulo - SP, 02991-000",(11) 2809-8757,0,-23.4509487,-46.7350708
Innova odontologia moderna,"Av. Elísio Cordeiro de Siqueira, 384 - Jardim Santo Elias, São Paulo - SP, 05136-001",(11) 96572-4984,0,-23.5038724,-46.7479488
Consultório Odontológico Dra. Andressa Soquete,"Av. Elísio Teixeira Leite, 1379 - Freguesia do Ó, São Paulo - SP, 02801-000",(11) 4172-3574,0,-23.4820379,-46.7015969
Consultório Dentário,"Av. Dep. Cantídio Sampaio, 6849 - Vila Souza, São Paulo - SP, 02860-001",0,0,-23.4344837,-46.7191102
Dra Ana Cristina Neves Martins,"Av. Benedito Andrade, 269 - Sala 05 - Vila Barreto, São Paulo - SP, 02936-000",(11) 3425-7778,0,-23.4876612,-46.7180718
Dentista,"R. Parapuã, 492 - Freguesia do Ó, São Paulo - SP, 02831-000",0,0,-23.4803111,-46.6915022
Dentista,"Av. Dep. Cantídio Sampaio - Vila Souza, São Paulo - SP, 02860-001",0,0,-23.4417322,-46.7076515
Clínica Rigoni,"Rua Padre Anibal Difrancia, 182 - Jardim Mangalot, São Paulo - SP, 05135-160",(11) 3903-1896,0,-23.4906742,-46.74960369999999
Dentistas,"Av. Elísio Teixeira Leite, 475 - Freguesia do Ó, São Paulo - SP, 02801-000",(11) 3991-0585,0,-23.4887368,-46.69761260000001
Gottardo Odontologia,"Rua Paúva, 252 - Vila Jaguara, São Paulo - SP, 05116-000",(11) 3621-9866,0,-23.5101691,-46.7478645
Sarni & Naum Jacob Clínica Odontológica,"Av. Elísio Teixeira Leite, 7173 - Sítio Morro Grande, São Paulo - SP, 02675-031",-46.717659,0,-23.4372207,-46.717659
Marcon Centro Odontológico,"R. Vig. Godói, 08 - Sala 2 - Vila Zat, São Paulo - SP, 02976-080",(11) 3976-9277,0,-23.4813851,-46.7163554
Clínica Medica Mutinga,"Av. Mutinga, 715 - Vila Pirituba, São Paulo - SP, 05110-000",(11) 3902-5515,0,-23.4881193,-46.7340317
"Odontologia, Implantes e Ortodontia","R. Francisco Jorge Maciel, 103 - Vila Mangalot, São Paulo - SP, 05133-050",(11) 3904-8374,0,-23.495497,-46.7461186
Dra. Alice T. Murakami,"Av. Fuad Lutfalla, 820 - Vila Maria Trindade, São Paulo - SP, 02964-000",0,0,-23.4833334,-46.7083118
clinodonto daniel cabral,"Av. Benedito Andrade, 450 - Vila Pirituba, São Paulo - SP, 02936-000",(11) 3977-7335,0,-23.487275,-46.7163221
Dentista 3Wa,"R. João Saldanha, 132 - Parque Nações Unidas, São Paulo - SP, 02996-185",0,0,-23.4366733,-46.7439796
Consultório Dr Fernando Cerbara,"R. Rio Verde, 1798 - Vila Bruna, São Paulo - SP, 02934-000",(11) 3975-4315,0,-23.4895422,-46.7112236
Odontologia São Paulo,"R. Parapuã, 2082 - Brasilândia, São Paulo - SP, 02831-001",(11) 3922-9319,0,-23.4690259,-46.6954576
Óptica Apollon (Carrefour Pirituba),"Av. Mutinga, 1300 - Loja 10 - Vila Pirituba, São Paulo - SP, 05110-000",(11) 99198-4422,0,-23.4857991,-46.7389642
H.L.ODONTOLOGIA,"Rua Dr. Joy Arruda, 101 - Vila Zat, São Paulo - SP, 02975-000",(11) 93146-7622,0,-23.4790209,-46.7130686
Dr. Jair A. Silva - Implantes Dentais,"R. José Mauro de Vasconcelos, 192 - Sala 05 - Jardim Pinheiros, São Paulo - SP, 05138-240",(11) 99565-3668,0,-23.484276,-46.735792
Odontopediatria Lapa,"NÂO Aceitamos CONVÊNIOS - R. Monteiro de Melo, 448 - Lapa, São Paulo - SP, 05050-000",(11) 3499-0981,0,-23.5254261,-46.7031549
Sorridents Pico do Jaraguá,"Estr. das Taipas, 939 - Térreo - Parque Panamericano, São Paulo - SP, 02991-000",(11) 3941-8919,0,-23.447985,-46.7350225
Dra. Maira Andruskevicius,"Rua Professor Benedito Alarico de Castro Borelli, 194 - Parque Sao Domingos, São Paulo - SP, 05122-070",(11) 3832-1562,0,-23.50598979999999,-46.73489540000001
Centro Odontológico,"R. Parapuã, 1030 - Jardim do Tiro, São Paulo - SP, 02831-001",(11) 3921-6332,0,-23.4756881,-46.6904639
Dentistas 24 Horas. 25 Anos De Tradição,"R. Clélia, 1178 - Água Branca, São Paulo - SP, 05042-000",(11) 3673-2444,0,-23.5248808,-46.6939876
Dentistas,"Av. Itaberaba, 1999 - Itaberaba, São Paulo - SP, 02739-000",0,0,-23.4851063,-46.69178079999999
Coife Odonto Taipas - SP,"Av. Dep. Cantídio Sampaio, 5201 - Parada De Taipas, São Paulo - SP, 02860-040",(11) 91053-5558,0,-23.4422879,-46.7068915
Odontologia Especializada,"R. Prof. João Machado, 84 - Nossa Sra. do O, São Paulo - SP, 02927-000",(11) 3932-6759,0,-23.498774,-46.69891519999999
The Place English School,"Praça Alves Barbosa, 11 - Vila Pirituba, São Paulo - SP, 02935-140",(11) 2539-6111,0,-23.4891481,-46.71798
Dentistas,"Av. Dep. Cantídio Sampaio, 6484 - Vila Souza, São Paulo - SP, 02860-001",0,0,-23.4349306,-46.71706899999999
Sorridents Clínica Odontológica,"Av. Itaberaba, 831 - Nossa Sra. do O, São Paulo - SP, 02734-000",(11) 3975-0633,0,-23.4938898,-46.69727399999999
NEWDENTAL | Produtos odontológicos,"Av. Mutinga, 1565 - Jardim Santo Elias, São Paulo - SP, 05110-000",(11) 4114-1301,0,-23.48487159999999,-46.7413197
Centro Odontológico Água Branca,"Av. Francisco Matarazzo, 891 - Água Branca, São Paulo - SP, 05001-000",(11) 2865-4469,0,-23.5279403,-46.67134160000001
Sorria Mais,"Av. do Anastácio, 1809 - Parque Maria Domitila, São Paulo - SP, 05119-000",(11) 2366-2111,0,-23.4932814,-46.7374683
Consultório Odontológico - Dra. Aline Carolini Costa - CROSP-101078,"Av. Elísio Teixeira Leite, 1489 - Vila Brasilandia, São Paulo - SP, 02810-000",(11) 95106-6611,0,-23.4810683,-46.70145000000001
ODONTO PREMIERE CLINICA ODONTOLOGICA - DENTISTAS LAPA,"R. George Smith, 224 - Lapa, São Paulo - SP, 05074-010",(11) 2362-1892,0,-23.5196867,-46.705285
Dra Daiana Doria Odontologia Especializada,"R. Prof. João Machado, 457 - Freguesia do Ó, São Paulo - SP, 02927-000",(11) 3441-3290,0,-23.498774,-46.69891519999999
Clínica Médica Mutinga - Dr. Antonio Zanchetta,"Av. Mutinga, 715 - Vila Pirituba, São Paulo - SP, 05110-000",(11) 3902-5515,0,-23.4880919,-46.734021
Jackeline Carvalho Flores,"R. Severino Araújo de Lima, 86 - Freguesia do Ó, São Paulo - SP, 02927-040",(11) 3992-8035,0,-23.4978689,-46.7027543
Clindent - Especialista em Implantes e Aparelhos Ortodônticos,"Av. Itaberaba, 1872 - Freguesia do Ó, São Paulo - SP, 02734-000",(11) 2338-4615,0,-23.486156,-46.6922794
Amor Saúde - Pirituba SP,"Av. Dr. Felipe Pinel, 367 - Pirituba, São Paulo - SP, 02939-000",(11) 3976-5149,0,-23.4849627,-46.7289503
Clinica Calovini,"Av. do Anastácio, 285 - Parque Sao Domingos, São Paulo - SP, 05119-000",(11) 3644-6085,0,-23.5057983,-46.7335206
Dentistas,"R. Parapuã, 1755 - Brasilândia, São Paulo - SP, 02831-001",0,0,-23.4705158,-46.6930342
OdontoCompany,"Estr. das Taipas, 689 - Jaraguá, São Paulo - SP, 02991-000",(11) 5837-4389,0,-23.4500917,-46.7355289
...,"Av. Santa Marina, 2660 - Vila Albertina, São Paulo - SP, 02731-020",0,0,-23.5016383,-46.6948426
Centro Médico de Pirituba,"Av. Paula Ferreira, 3081 - Vila Pirituba, São Paulo - SP, 02915-100",(11) 3974-4038,0,-23.4883526,-46.7211155
Dra. Andrea Guimaraes Bimbati,"Rua Antonio Ayrosa, 918 - Vila Jaguara, São Paulo - SP, 05103-000",(11) 3625-1140,0,-23.5088964,-46.75343839999999
Odontoclinic Freguesia do Ò,"Av. Itaberaba, 844 - Freguesia do Ó, São Paulo - SP, 02734-000",(11) 3975-2500,0,-23.4938732,-46.69701180000001
Odontoclinic Lapa,"R. George Smith, 194 - Lapa, São Paulo - SP, 05074-010",(11) 3457-9055,0,-23.5193939,-46.7051333
Associação Paulista Cirurgiões Dentistas Distrital Pirituba Perus,"Rua Emílio Colella, 55 - Parque Sao Domingos, São Paulo - SP, 05126-130",(11) 3903-0956,0,-23.5001694,-46.7396845
Sorridents Vila dos Remédios,"Avenida dos Remédios, 642 Vila dos Remédios - Vila Santa Edwiges, SP, 05107-001",(11) 94776-9933,0,-23.5192249,-46.75309439999999
Clinica SIM - Unidade Pirituba,"R. Celso Vieira, 316 - Vila Pereira Barreto, São Paulo - SP, 02919-120",(11) 3976-5149,0,-23.4928585,-46.7176451
Odontologia Estética,"R. João Moreira, 104 - Parque Sao Domingos, São Paulo - SP, 05121-040",(11) 3832-5586,0,-23.5065701,-46.7306993
Laboratório de Prótese Dentária,"Rua Abraham Lincoln, 641 - Parque Sao Domingos, São Paulo - SP, 05123-000",(11) 2813-4778,0,-23.5050545,-46.7403578
SSO Saúde & Odontologia,"Av. Elísio Teixeira Leite, 7564 - Vila Nova Parada, São Paulo - SP, 02810-000",(11) 3135-6835,0,-23.4369731,-46.7174637
Dentz Cajamar Polvilho - Clínica Odontológica,"Av. Ten. Marques, 1847 - Polvilho, Cajamar - SP, 07750-000",(11) 93069-4378,0,-23.410008,-46.8399093
ODONTO BATISTA- ODONTOLOGIA HUMANIZADA,"Rua Manoel de Sousa Azevedo, 12 - Sítio Morro Grande, São Paulo - SP, 02809-005",(11) 3971-2358,0,-23.4717318,-46.70527250000001
Bortoletto Cosméticos - Pirituba,"Av. Raimundo Pereira de Magalhães, 12583 - Pirituba, São Paulo - SP, 02989-130",(11) 3943-6403,0,-23.4327655,-46.7201402
Fantin Odonto,"R. Amaral Gama, 333 - Santana, São Paulo - SP, 02013-000",(11) 2283-0006,0,-23.497352,-46.6274512
Dentista 24 Horas,"Av. Onze de Junho, 1199 - Vila Clementino, São Paulo - SP, 04041-054",(11) 5539-2196,0,-23.6015615,-46.64854829999999
Dra. Rosa Maria Merlos Silva Odontologia Especializada E Estética Orofacial,"R. Cotoxó, 787 - Pompeia, São Paulo - SP, 05021-001",(11) 99362-3258,0,-23.5337615,-46.68594650000001
Dra. Eliane R.S Candido,"Av. Paula Ferreira, 1344 - Vila Bonilha, São Paulo - SP, 02916-000",(11) 4384-3210,0,-23.4990545,-46.7105738
OdontoCompany,"R. Pres. Costa e Silva, 285 - Helena Maria, Osasco - SP, 06258-090",(11) 98842-2877,0,-23.5026747,-46.7907263
Dentz Alphaville - Clínica Odontológica,"Alameda Rio Negro, 161 - Prédio Comercial 3, Barueri - SP, 06454-000",(11) 3683-8753,0,-23.5037935,-46.8481216
Cia do Sorriso,"R. Antônio Agú, 909 - Centro, Osasco - SP, 06093-006",(11) 3919-0369,0,-23.5352081,-46.7799913
Odonto Pride,"Rua Orlando Peccicacco, 3 - Vila Perus, São Paulo - SP, 05204-000",(11) 3869-9053,0,-23.4061793,-46.755747
"Instituto CIOB implantes dentários, implante dentário, cursos , pesquisa","R. Coriolano, 1780 - Vila Romana, São Paulo - SP, 05047-002",0,0,-23.5256727,-46.7029045
Odonto pride,"3, Rua Orlando Peccicacco - Vila Perus, São Paulo",(11) 5854-1846,0,-23.4188693,-46.7546963
clínica odontológica,"Av. Maria Coelho Aguiar, 907 - sala 8 - Jardim São Luís, São Paulo - SP, 05843-180",(11) 3645-3330,0,-23.6520159,-46.7337204
Orthopride Lapa,"R Dr Cincinato Pomponet 174 sobreloja galeria Myx Center cor laranja - Lapa, São Paulo - SP, 05072-020",(11) 99362-3258,0,-23.5190917,-46.7027921
